programme,degree,pathway,competency,module_code,module_name,year,semester,level,status
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Systems Thinking,BIOU1IE,Ecology: An Introduction,1,Autumn,0,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Adaptability,BIOU2CE,"Cells, the building blocks of life",1,Spring,2,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Critical Thinking,BIOU2CE,"Cells, the building blocks of life",1,Spring,2,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Innovation,BIOU2CE,"Cells, the building blocks of life",1,Spring,1,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Integrated Problem Solving,BIOU2CE,"Cells, the building blocks of life",1,Spring,2,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Self-Awareness,BIOU2CE,"Cells, the building blocks of life",1,Spring,1,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Critical Thinking,BIOU2PH,Introduction to Physiology,1,Spring,2,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Systems Thinking,SCIU1FI,Fundamentals for scientific inquiry,1,Autumn,0,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Systems Thinking,ANYSE4,Optional module,2,Spring,0,optional
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Critical Thinking,BIOU3GE,Evolution and Genetics,2,Autumn,2,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Integrated Problem Solving,BIOU3GE,Evolution and Genetics,2,Autumn,2,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Self-Awareness,BIOU3GE,Evolution and Genetics,2,Autumn,1,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Systems Thinking,BIOU3GE,Evolution and Genetics,2,Autumn,3,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Systems Thinking,BIOU4BD,Biodiversity,2,Spring,0,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Adaptability,SCIU3FB,Practical Field Biology,2,Autumn,1,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Critical Thinking,SCIU3FB,Practical Field Biology,2,Autumn,1,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Innovation,SCIU3FB,Practical Field Biology,2,Autumn,1,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Teamwork & Collaboration,SCIU3FB,Practical Field Biology,2,Autumn,1,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Adaptability,SCIU3LS,Lab Essentials for Physical and Life Sciences,2,Autumn,1,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Critical Thinking,SCIU3LS,Lab Essentials for Physical and Life Sciences,2,Autumn,1,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Integrated Problem Solving,SCIU3LS,Lab Essentials for Physical and Life Sciences,2,Autumn,1,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Self-Awareness,SCIU3LS,Lab Essentials for Physical and Life Sciences,2,Autumn,1,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Systems Thinking,SCIU3LS,Lab Essentials for Physical and Life Sciences,2,Autumn,1,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Teamwork & Collaboration,SCIU3LS,Lab Essentials for Physical and Life Sciences,2,Autumn,1,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Critical Thinking,SCIU4T4,Statistical Techniques,2,Spring,2,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Innovation,SCIU4T4,Statistical Techniques,2,Spring,1,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Self-Awareness,SCIU4T4,Statistical Techniques,2,Spring,1,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Systems Thinking,BIOFELH,Optional Biology Module,3,Autumn,0,optional
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Systems Thinking,BIOFELH,Optional Biology Module,3,Autumn,0,optional
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Systems Thinking,BIOFELH,Optional Biology Module,3,Spring,0,optional
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Adaptability,BIOU5MB,Microbiology,3,Autumn,2,pathway
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Critical Thinking,BIOU5MB,Microbiology,3,Autumn,2,pathway
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Innovation,BIOU5MB,Microbiology,3,Autumn,1,pathway
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Integrated Problem Solving,BIOU5MB,Microbiology,3,Autumn,2,pathway
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Systems Thinking,BIOU5MB,Microbiology,3,Autumn,1,pathway
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Adaptability,BIOU6PE,Plant Ecology,3,Spring,2,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Critical Thinking,BIOU6PE,Plant Ecology,3,Spring,3,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Innovation,BIOU6PE,Plant Ecology,3,Spring,3,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Integrated Problem Solving,BIOU6PE,Plant Ecology,3,Spring,3,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Norms and Conflict Resolution,BIOU6PE,Plant Ecology,3,Spring,2,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Self-Awareness,BIOU6PE,Plant Ecology,3,Spring,2,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Systems Thinking,BIOU6PE,Plant Ecology,3,Spring,2,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Teamwork & Collaboration,BIOU6PE,Plant Ecology,3,Spring,2,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Systems Thinking,BIOU9IN,Infectious Disease,3,Spring,0,pathway
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Systems Thinking,BIOFSE7,Optional Biology Module,4,Autumn,0,optional
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Systems Thinking,BIOFSE8,Optional Biology Module,4,Spring,0,optional
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Adaptability,BIOU7CM,Biological Control Mechanisms,4,Autumn,3,pathway
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Critical Thinking,BIOU7CM,Biological Control Mechanisms,4,Autumn,3,pathway
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Innovation,BIOU7CM,Biological Control Mechanisms,4,Autumn,3,pathway
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Integrated Problem Solving,BIOU7CM,Biological Control Mechanisms,4,Autumn,3,pathway
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Systems Thinking,BIOU7CM,Biological Control Mechanisms,4,Autumn,3,pathway
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Teamwork & Collaboration,BIOU7CM,Biological Control Mechanisms,4,Autumn,2,pathway
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Adaptability,SCIU9PR,Biological and Environmental Sciences Honours Project,4,Spring,3,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Critical Thinking,SCIU9PR,Biological and Environmental Sciences Honours Project,4,Spring,3,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Innovation,SCIU9PR,Biological and Environmental Sciences Honours Project,4,Spring,3,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Integrated Problem Solving,SCIU9PR,Biological and Environmental Sciences Honours Project,4,Spring,3,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Norms and Conflict Resolution,SCIU9PR,Biological and Environmental Sciences Honours Project,4,Spring,3,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Self-Awareness,SCIU9PR,Biological and Environmental Sciences Honours Project,4,Spring,3,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Systems Thinking,SCIU9PR,Biological and Environmental Sciences Honours Project,4,Spring,3,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Teamwork & Collaboration,SCIU9PR,Biological and Environmental Sciences Honours Project,4,Spring,3,compulsory
Biology — Physiology and Molecular,Biology,Physiology and Molecular,Systems Thinking,SCIU9PS,Biological and Environmental Sciences Honours Project Start,4,Autumn,0,compulsory
